Title,Abstract,StoreId,pubdate,pubtitle,year,startPage
Making the roads safer for cyclists,,2086004442,"Aug 10, 2018",Irish Times,2018, 17
Council faces growing demand for better cycling infrastructure,"Dublin City Council is failing to meet public demand for road repairs, extension of cycle pathways and general improvement of cycling infrastructure, according to documents released under a Freedom of Information request. Correspondence between members of the public and staff from Dublin City Council since 2015 reveals ongoing confusion, frustration and anger over poor cycle infrastructure in the capital city. The vast majority of people who have contacted the council about shortcomings in cycle infrastructure, have been informed that the introduction of the National Transport Agency (NTA) Cycle Network Plan for the greater Dublin area would improve the situation.",2087296665,"Aug 13, 2018",Irish Times,2018, 3
Cycling – the best circles,"Sir, - Alan Eustace (May 23rd) criticises what he perceives as classist undertones in David McWilliams's suggestion that one of the possible reasons why cycling is becoming a middle-class sport is because ""cycling is difficult, and only a person with a certain inner drive gets up on a saddle"" (""Lurid gear and swanky bikes mark cycling as the new golf"", Opinion, May 19th). The county council labourer cycled to his work location for the day, shovel securely tied to the crossbar with strong baler twine, shovel head pointed backwards. The cyclists of yesteryear are long gone, but they will last longer in historical memory than the Lycra-clad cyclists of today with their ""multi-hued plumes of bright pinks, greens and blues"". -",2043480815,"May 25, 2018",Irish Times,2018, 19
Cycling and middle-aged men in Lycra (mamils),,2043998851,"May 26, 2018",Irish Times,2018, 15
Froome is living proof of the incredibility of cycling,"The faster he rode up the Finestre, it seemed the more attention he brought to his still pending doping case going back to the presence of the anti-asthma drug salbutamol after stage 18th in the Vuelta a España last September, at twice the permitted amount. According to L'Equipe, Sky's lawyers are arguing that Froome's kidneys malfunctioned during that stage 18 of the Vuelta, retaining all the salbutamol he had inhaled as part of his asthma medication, then releasing it all in one go. Loss of faith Watching him trying to make sense of Froome's performance was a reminder of his own loss of faith as Edwards had always looked to God for strength when taking on the world's best triple-jumpers and beating them - which he did most famously at the 1995 World Championships in Gothenburg when he three times improved the world record, pushing it out to 18.29 metres, which still stands.",2043999398,"May 26, 2018",Irish Times,2018, 9
Calls for public inquiry into Garda handling of cyclist’s death,"The driver of the car, Zigimantas Gridzuiska, who fled the scene, had been before the courts on numerous unrelated charges and released on several bail bonds. A report by the Garda Síochána Ombudsman Commission (Gsoc), finalised last month after six years of investigations, found gardaí made no attempt to return Gridzuiska before the courts when he had committed subsequent offences in breach of bail conditions. In a report on the case on Tuesday, RTÉ's Prime Time said that in the 19 months prior to Mr O'Farrell's death, Gridzuiska had committed more than 25 offences, mainly for heroin possession, theft and handling stolen goods.",2046890776,"May 31, 2018",Irish Times,2018, 8
Perrigo takes 12-year lease at Hogan Place: New €20m six-storey block in Dublin 2 has parking for 40 cars and 56 bicycle spaces: New €20m six-storey block in Dublin 2 has parking for 40 cars and 56 bicycle spaces,,2050119876,"Jun 6, 2018",Irish Times,2018, 8
"Cycling the plank on the Liffey: Published: May 13th, 1986Photograph: Dermot O’Shea: Published: May 13th, 1986Photograph: Dermot O’Shea",,2052534928,"Jun 9, 2018",Irish Times,2018, 63
"Cyclist caused €1,100 damage to car",,2053443273,"Jun 12, 2018",Irish Times,2018, 6
"The life of Mamils: why middle-aged men love Lycra: Cycling has grown in popularity in recentyears – it’s free, healthyand kind to aging joints: Cycling has grown in popularity in recentyears – it’s free, healthyand kind to aging joints","Cycling has taken off in a big way in recent years - no longer is the golf club membership an essential for networking or male bonding sessions. Due to the low impact, on the joints, cycling can be appealing to those who are carrying some excess weight or are trying to keep active during an injury. Steven Cautley owns Cycleplus, a cycle shop in Greystones, Co Wicklow, and has seen his fair share of beginner cyclists starting the sport in mid to later life and has noticed an increased number of post-op newbies: ""Cycle to work opened up a lot of people's eyes to the fact that they could get a bike, commute around, go down to the shops, go out for a quick spin - it's great fitness aerobically.",2053443335,"Jun 12, 2018",Irish Times,2018, 14
Inquiry ‘not ruled out’ into killing of cyclist,,2053746956,"Jun 13, 2018",Irish Times,2018, 4
Bus routes and cyclists,,2056286468,"Jun 18, 2018",Irish Times,2018, 13
I am a law-abiding citizen – except when it comes to cycling,"In my defence, I am utterly law-abiding whenever I am on the best bits of the 65km of cycle superhighways that have been built across London since 2010, with their brilliant concrete barriers and special cyclist traffic lights. [...]I wish drivers who park in bike lanes copped more fines too, especially the ones who fling open their doors and whack passing cyclists. Because the truth is cyclists are far more likely to be road-death victims than perpetrators. In the 10 years between 2007 and 2016, 98.9 per cent of pedestrian deaths in Britain that occurred in collisions on a footway or verge involved some sort of motor vehicle, not a bicycle.",2032289768,"Apr 30, 2018",Irish Times,2018, 16
Widow criticises long wait for Kerry cyclist’s inquest,,2034034573,"May 4, 2018",Irish Times,2018, 4
"State spend on cycling facilities falls sharply: Allocation of €19m for 2015 fell to €10.5m in 2016, and €7m last year: Allocation of €19m for 2015 fell to €10.5m in 2016, and €7m last year","Government spending on cycling infrastructure has plummeted over the past three years despite a dramatic rise in the number of people switching to bikes for everyday journeys. ""The Minister is dedicated to implementing cycling policy, improving cycling infrastructure and supports many cycling measures, including the delivery of the Cycle Right training programme and funding campaigns by the RSA to promote safe cycling,"" he said. ""In addition to securing this significant budget, the Minister has most recently also agreed to support the minimum passing distance legislation, as well as supporting limited speed limits in urban residential areas to promote safer environments for cyclists and walkers.""",2035176151,"May 7, 2018",Irish Times,2018, 3
THE CYCLING FATALITIES: CYCLING IS GROWING IN POPULARITY BUT IS NOT BECOMING SAFER. SORCHA POLLAK EXAMINES THREE DEATHS ON THE ROAD – AND THE GRIEF THEY CAUSE: CYCLING IS GROWING IN POPULARITY BUT IS NOT BECOMING SAFER. SORCHA POLLAK EXAMINES THREE DEATHS ON THE ROAD – AND THE GRIEF THEY CAUSE,"When a friend at a gym class suggested she join a cycle club called Orwell Wheelers, Tonya turned to her best friend Jennifer Mulligan-Rabbitt for advice. Keith was in his ex-girlfriend's apartment in Sandyford when the phone rang on Sunday morning. Shortly before Keith spoke to his mother, two representatives from Orwell Wheelers had called to the family home in Rathfarnham.",2037244457,"May 12, 2018",Irish Times,2018, 1
"How we can reduce cycling deaths and accidents in Ireland: Smoother surfaces, drivers observing speed limits and more responsible cycling could save lives: Smoother surfaces, drivers observing speed limits and more responsible cycling could save lives","[...]Farrell says the RSA is ""not waiting around"" for the results of this report, and is promoting a number of measures it believes are crucial to cyclists' safety, particularly its most recent campaign in relation to safe overtaking distances of one metre on roads with a speed limit up to 50 km/h, and 1.5 metres on all other roads ""Road safety measures work better when people feel it is right to do something rather than being compelled do something. While some driver misbehaviour, such as close passes and speeding, is likely down to carelessness, Farrell concedes there is a hostility towards cyclists not experienced by other road users. There's a cohort of cyclists and pedestrians who break the law, and there's a cohort of motorists who do the same.""",2037244684,"May 12, 2018",Irish Times,2018, 2
Time to get moving: Cycling infrastructure: Cycling infrastructure,,2037245277,"May 12, 2018",Irish Times,2018, 15
Lurid gear and swanky bikes mark cycling as the new golf,"Unlike some of the more solitary Mamils, she rarely travels alone and it's not uncommon now to witness a group of trim Willows picking at avocado toast, poached egg and rocket salad on the terrace of Kingfisher's. According to the Irish Sports Monitor 2017, cycling is now the fourth-most popular sport in the country, with 5.1 per cent of the adult population participating regularly. Even by the time Stephen Roche became only the second rider ever to win the Triple Crown of Tour de France, Giro and World Championship in one year, cycling was very much a minority sport largely involving blue-collar men.",2041040333,"May 19, 2018",Irish Times,2018, 3
"REJOICE! DANIEL’S DOING THINGS AGAIN: SAYING HELLO TO A LORRY, PLAYING GOLF IN THE RAIN, HAVING BAILEYS WITH HIS BREAKFAST, ARSE CYCLING – IS THERE ANYTHING DANIEL O’DONNEL CAN’T DO? THE ANSWER IS NO: SAYING HELLO TO A LORRY, PLAYING GOLF IN THE RAIN, HAVING BAILEYS WITH HIS BREAKFAST, ARSE CYCLING – IS THERE ANYTHING DANIEL O’DONNEL CAN’T DO? THE ANSWER IS NO","Yes, forget the strange nuptials of those fly-by-night royal youngsters next door, dwell instead upon our own King of Country and his royal consort as they travel from B&amp;B to B&amp;B, a pilgrimage of Ireland's most holy sites, growing in mystic power with each encounter. First there's the guitar sting from the Jackass TV series, indicating, I think, that what we are about to see is hilarious altogether. Bring Daniel his vittles The next morning, Daniel and Majella sit in the diningroom gorging on the meats and pastries brought to them in tribute, while Mary and James observe and narrate for posterity and future science.",2041040403,"May 19, 2018",Irish Times,2018, 3
Cycling – the best circles,,2042451607,"May 23, 2018",Irish Times,2018, 15
Study shows more than 50% of Dublin commuters now use public transport: Annual count shows numbers cycling are up by 3% while use of private cars falls: Annual count shows numbers cycling are up by 3% while use of private cars falls,"The number of commuters cycling into the city is also at its highest level on record, up 3 per cent on 2016 figures, with private cars down 3 per cent last year, according to the National Transport Authority and Dublin City Council's annual traffic count. While cars remain the most popular form of transport, the 2017 figure represents a decrease of 14 per cent or 8,635 cars since this peak. Since 2006, car usage has declined by almost 20 per cent. Green Party councillor Ciarán Cuffe, who is chair of Dublin City Council's Transportation Committee, said: ""It is good to see an increase in the numbers travelling by public transport, walking and cycling but the Government needs to do much more.""",2042451971,"May 23, 2018",Irish Times,2018, 3
"Rugby closes gap on cycling and athletics: Of 989 tests in 2017, just one was positive, but it doesn&#39;t mean Ireland is squeaky clean: Of 989 tests in 2017, just one was positive, but it doesn't mean Ireland is squeaky clean",,2019833929,"Mar 9, 2018",Irish Times,2018, 23
More fines issued to cyclists but not drivers parking in bike lanes,,2021133700,"Apr 4, 2018",Irish Times,2018, 7
Belgian cyclist Goolaerts dies after Paris-Roubaix race,,2022902996,"Apr 9, 2018",Irish Times,2018, 10
Magistrates launch inquiry into tragic death of Belgian cyclist,,2023201554,"Apr 10, 2018",Irish Times,2018, 22
Garda’s damages claim over bicycle fall thrown out,,2023551967,"Apr 11, 2018",Irish Times,2018, 5
Cyclist died after road sweeper collision,,2023552470,"Apr 11, 2018",Irish Times,2018, 5
Cycling synergy exorcises the hurling ghost games: Paralympic cyclist Peter Ryan gave up a promising career as a Tipperary hurler when he lost 80 per cent of his vision at 19: Paralympic cyclist Peter Ryan gave up a promising career as a Tipperary hurler when he lost 80 per cent of his vision at 19,"Because your mind's eye is still fully functioning. The pair of them train together at least twice a week, 100 and 150 kilometre loops around south Tipp' and because they are nothing alike in personality, they get on like a house on fire. [...]he wouldn't take back the moments; the strange license that binge drinking gives groups of young men to actually talk honestly to one another in hazy fragments of nights, away from the DJ pulse and the crowd pressure. Because if he was in that dressing room, with those voices and still part of it, then he wouldn't have to time to think about just how f*****g terrifying what was happening was. ""Because I was 22 and had nothing terminal.",2024643012,"Apr 14, 2018",Irish Times,2018, 3
Armstrong settles federal fraud case for $5 million: Settlement ends years of wrangling over whether cyclist defrauded US government: Settlement ends years of wrangling over whether cyclist defrauded US government,"Lance Armstrong agreed yesterday to pay $5 million (€4m) to settle claims that he defrauded the federal government by using performance-enhancing drugs when the United States Postal Service sponsored his cycling team, according to Elliot Peters, Armstrong's lead lawyer in the case. The settlement averted a trial scheduled to begin with jury selection in about two weeks in Federal District Court in Washington. ""The Postal Service and Landis had sought $100 million (€81m) in damages from Lance, but in light of several significant court rulings rejecting and limiting the plaintiffs' damages theories, the case today settled for $5 million (€4m), plus an additional amount to pay attorneys' fees to Landis's lawyer,"" Peters said in the statement.",2027380979,"Apr 20, 2018",Irish Times,2018, 22
Driver who killed cyclist receives suspended jail term,"Maria Harkin (38), from Weston View, Carrigaline, Co Cork, pleaded guilty at Cork Circuit Criminal Court yesterday to careless driving causing the death of Donal O'Brien at Curraheen on the N40 Ballincollig bypass on May 14th, 2017. Safety conscious Mr O'Brien's widow, Sandra, told the court they were married for 27 years but she never really worried about her husband going out cycling as he was very safety conscious. Nightmare The couple's daughter, Nicole, said in her victim impact statement that her father was her ""go to person for everything"" and she was ""so lost and confused"" without him and what happened to them as a family was ""a real life nightmare"".",2029974835,"Apr 25, 2018",Irish Times,2018, 7
Cyclists lie down on Kildare Street in protest at road deaths,,2030530755,"Apr 26, 2018",Irish Times,2018, 7
Man banned for two years after colliding with cyclist,,2001178995,"Feb 13, 2018",Irish Times,2018, 2
Stewart makes a slice of Irish cycling history in the Netherlands,,2009383188,"Mar 2, 2018",Irish Times,2018, 20
Room for manoeuvre: Cycling: Cycling,,2009383827,"Mar 2, 2018",Irish Times,2018, 17
Speeding cyclists in Clontarf may be forced to slow down,,2011880659,"Mar 9, 2018",Irish Times,2018, 7
Cyclist settles case after collision with dog,,2011883409,"Mar 9, 2018",Irish Times,2018, 7
Cyclists mark loss of Rescue 116 crew,,2012807835,"Mar 12, 2018",Irish Times,2018, 6
Jury calls for extra traffic lights after cyclist&#39;s death,,2014406291,"Mar 15, 2018",Irish Times,2018, 4
Planner calls for improved cycling infrastructure,,2015181819,"Mar 20, 2018",Irish Times,2018, 4
"&#39;My husband said he was on a health buzz, but he was actually just cycling to the pub&#39;",,2015182615,"Mar 20, 2018",Irish Times,2018, 16
Some drugs in cycling are a matter of life and death,,2019833849,"Mar 24, 2018",Irish Times,2018, 6
2017 was a dark year for cyclists,,1984591879,"Jan 5, 2018",Irish Times,2018, 17
Ross raises doubts over law to protect cyclists from cars: Minister says plan to penalise drivers for passing cyclists too closely unenforceable: Minister says plan to penalise drivers for passing cyclists too closely unenforceable,,1984605727,"Jan 5, 2018",Irish Times,2018, 3
"Asthma inhaler use amounts to &#39;cheating&#39;, says Belgian cyclist",,1986494125,"Jan 12, 2018",Irish Times,2018, 20
Cyclists and &#39;Late Late Show&#39;,,1987969519,"Jan 17, 2018",Irish Times,2018, 13
Pedestrian settles case with teenage cyclist: Man (66) suffered fractured hip when knocked over by student on footpath: Man (66) suffered fractured hip when knocked over by student on footpath,,1989121360,"Jan 20, 2018",Irish Times,2018, 3
"I&#39;ve found my madness for the year - what&#39;s yours?: Twiddling fingers on keyboards, mumbling on the telephone, I yearn for this climb every day since I gave up cycling for a living: Twiddling fingers on keyboards, mumbling on the telephone, I yearn for this climb every day since I gave up cycling for a living",,1989766032,"Jan 23, 2018",Irish Times,2018, 15
Cyclist (14) in serious condition after hit and run,,1994202760,"Feb 6, 2018",Irish Times,2018, 5
Cycling between the lines,,1976275700,"Dec 14, 2017",Irish Times,2017, 15
Froome faces ban over drug test: British road cyclist found to have excessive level of asthma drug at Vuelta a Espana: British road cyclist found to have excessive level of asthma drug at Vuelta a Espana,,1976275777,"Dec 14, 2017",Irish Times,2017, 21
Sideways rain is no friend to the nervous cyclist,,1979706458,"Dec 23, 2017",Irish Times,2017, 4
"Irish firm looks to raise [euro]5m for dockless bicycle scheme: Urbo operates a scheme similar to Dublin Bikes, using apps and QR codes: Urbo operates a scheme similar to Dublin Bikes, using apps and QR codes",,1964374558,"Nov 16, 2017",Irish Times,2017, 5
Cyclist and driver die in Dublin and Roscomon incidents,,1965504711,"Nov 18, 2017",Irish Times,2017, 4
Cycling Sneem and Kenmare Loop,,1965505135,"Nov 18, 2017",Irish Times,2017, 51
Law proposed for overtaking cyclists,,1967208615,"Nov 23, 2017",Irish Times,2017, 7
"Cyclists at bottom of commuter pecking order: With Luas tracks crossing Dublin city, the 3cm gap is an unavoidable hazard: With Luas tracks crossing Dublin city, the 3cm gap is an unavoidable hazard",,1972679699,"Dec 6, 2017",Irish Times,2017, 4
"NTA forced to back down on bicycle ban: Council refuses to ban cycling on Luas line, but NTA signs advise cyclists to dismount: Council refuses to ban cycling on Luas line, but NTA signs advise cyclists to dismount",,1972682055,"Dec 6, 2017",Irish Times,2017, 4
Cyclist died after collision with man,,1973232347,"Dec 7, 2017",Irish Times,2017, 4
Cyclists&#39; concerns about trams &#39;unique&#39; to Ireland: Head of Transdev says similar issues are not as prevalent in other countries: Head of Transdev says similar issues are not as prevalent in other countries,,1973650215,"Dec 8, 2017",Irish Times,2017, 9
Memories of Grandad: cycling through traffic and throwing beermats at the pub ceiling,,1973650336,"Dec 8, 2017",Irish Times,2017, 18
Trams and cyclists,,1975430467,"Dec 12, 2017",Irish Times,2017, 13
Sky squeezing the life out of cycling&#39;s Grand Tours,,1937417434,"Sep 9, 2017",Irish Times,2017, 2
Road-rage driver (17) followed cyclist and stole his bicycle,,1937924980,"Sep 13, 2017",Irish Times,2017, 6
Jail for cyclist who killed pedestrian,,1939975261,"Sep 19, 2017",Irish Times,2017, 8
Number of cyclists doubles,,1941584261,"Sep 23, 2017",Irish Times,2017, 8
"Continuation of Kelly team vital for Irish cycling, says Bennett",,1947254641,"Oct 6, 2017",Irish Times,2017, 18
Fairview bicycle path,,1947256224,"Oct 6, 2017",Irish Times,2017, 15
"Kelly, Roche and the descent of Irish cycling",,1947507656,"Sep 23, 2017",Irish Times,2017, 9
Council to trial bicycle-share scheme,,1957040517,"Oct 30, 2017",Irish Times,2017, 3
Irvine retires again from cycling,,1958062051,"Nov 1, 2017",Irish Times,2017, 19
Man admits stealing cyclist&#39;s bike and phones at knifepoint,,1961254436,"Nov 8, 2017",Irish Times,2017, 6
Cyclists and helmets,,1917551495,"Jul 11, 2017",Irish Times,2017, 13
Safety app blocks cyclists&#39; smartphones,,1917551861,"Jul 11, 2017",Irish Times,2017, 9
"&#39;It comes down to a groove&#39;: Bombay Bicycle Club frontman Jack Steadman has left his indie day job and unleashed his inner jazz fiend in the form of Mr Jukes - and he wants everyone to feel the vibes, he tells Jim Carroll: Bombay Bicycle Club frontman Jack Steadman has left his indie day job and unleashed his inner jazz fiend in the form of Mr Jukes - and he wants everyone to feel the vibes, he tells Jim Carroll",,1918701620,"Jul 14, 2017",Irish Times,2017, 8
Gear up at cycling,,1919026316,"Jul 15, 2017",Irish Times,2017, 13
"My Tour de France: attacking racing, Mexican waves and a mankini: Being able to get so close to the riders is one of the magical things about cycling: Being able to get so close to the riders is one of the magical things about cycling",,1919823963,"Jul 19, 2017",Irish Times,2017, 16
Cyclist deaths double in first half of year,,1919824245,"Jul 19, 2017",Irish Times,2017, 7
"Take the slow route to better health: If just looking at runners and cyclists makes you groan, take heart - even moderate exercise brings benefits: If just looking at runners and cyclists makes you groan, take heart - even moderate exercise brings benefits",,1924958246,"Aug 1, 2017",Irish Times,2017, 12
Bennett is a winner at Czech Cycling Tour,,1928253377,"Aug 14, 2017",Irish Times,2017, 7
"&#39;I&#39;m lucky that I got a second chance&#39;: Despite losing his arm in an accident, one keen cyclist was not put off the sport: Despite losing his arm in an accident, one keen cyclist was not put off the sport",,1931097456,"Aug 23, 2017",Irish Times,2017, 7
"Nearly 1,700 spot fines handed out to cyclists: More than 800 cyclists fined by gardai for breaking a red light since 2015: More than 800 cyclists fined by gardai for breaking a red light since 2015",,1933359532,"Aug 30, 2017",Irish Times,2017, 3
Road safety - looking out for cyclists,,1914000844,"Jun 28, 2017",Irish Times,2017, 13
Prominent figures in women&#39;s cycling pen letter of protest,"Days after the controversial halting of the Women's National Road Race Championships in Wexford in order to let the men's event pass, three prominent figures within Irish cycling have written a letter of protest to Cycling Ireland. An Post Rs na mBan race director Valerie Considine, women's commission member Orla Hendron and triple national road race champion Lydia Boylan released an open letter addressed to CI president Ciarn McKenna, blasting that decision and the treatment...",1914682927,"Jun 30, 2017",Irish Times,2017, 17
"New Luas route will put busy areas of city out of bounds to cyclists, says report: Cyclists face dangers from &#39;pinch points&#39; and acute track angles at crossings: Cyclists face dangers from 'pinch points' and acute track angles at crossings","The NTA has assessed the possibility for cycling along the new Luas corridor and concluded that substantial areas of the city would become largely inaccessible to cyclists unless interventions were made at certain points. Issues The draft report, released under the Freedom of Information Act, highlights issues such as a lack of space to accommodate both cyclists and trams at certain ""pinch points"", as well as acute crossing angles over tracks where cyclists are at...",1915187426,"Jul 3, 2017",Irish Times,2017, 3
Cyclists group seeks Luas solution,"Busy junctions may become no-go areas for cyclists because of ""pinch points"" and acute crossing angles over tracks where cyclists are in danger of getting wheels caught, it warned.",1915425386,"Jul 4, 2017",Irish Times,2017, 3
Cyclists in illegal parking protest,,1915678712,"Jul 5, 2017",Irish Times,2017, 3
More than 100 cyclists seriously hurt in collisions each year,"Figures released to The Irish Times by the Road Safety Authority (RSA) show a steady rise in the number of serious injuries suffered by cyclists during an eight-year period between 2006 and 2014. According to the RSA, 106 cyclists were seriously injured in 2014, the most recent year for which figures were available. The Minister has met Neil Fox (brother of Donna Fox, who was killed last September when a truck collided with her while...",1915678996,"Jul 5, 2017",Irish Times,2017, 3
Luas and putting parts of the capital out of bounds for cyclists,"The entire city centre of Dublin has been subject to substantial works as a result of Luas Cross City, so when carrying out the works, why were off-road bicycle lanes not included as standard in the replacement of pavements? Having lived in cities that have actual bicycle lanes I would like to point out that most of the so-called bicycle lanes in Dublin are not actually bicycle lanes at all, but rather they are merely...",1916042254,"Jul 6, 2017",Irish Times,2017, 15
"Cyclists must adapt to Luas routes, says contractor: Sisk says filling in rail grooves to prevent accidents is &#39;kicking the can down the road&#39;: Sisk says filling in rail grooves to prevent accidents is 'kicking the can down the road'","Following complaints after a number of cycling accidents, the firm laying the Luas Cross City line argued filling in rail grooves was an unsatisfactory way of dealing with hazards and that cyclists needed to adapt to new road layouts. Derek O'Mahony, a senior traffic engineer from Transport Infrastructure Ireland, wrote to Sisk project manager Dave Toole on several occasions over the past two years seeking the filling-in of rail grooves. ""The permanent and mandated design...",1916043232,"Jul 6, 2017",Irish Times,2017, 5
Safer cycling by design,,1916568741,"Jul 7, 2017",Irish Times,2017, 13
"Cycling can be tough, but it will never be as hard as running",,1917303873,"Jul 8, 2017",Irish Times,2017, 6
Bike-fitter off to flyer after hitting ground running: Aidan Hammond&#39;s knowledge as a physiotherapist and cyclist is the key to his success: Aidan Hammond's knowledge as a physiotherapist and cyclist is the key to his success,"From a self-employed point of view, it's certainly looking at the USC charges and taxes. A number of years ago, obviously, they were under pressure and no help was forthcoming but, having spoken to my own bank the last couple of years, they seem quite open to talking. How do you see the short-term future of your business? I always say little doors always open - I met a Spanish company at the weekend and...",1900161541,"May 19, 2017",Irish Times,2017, 7
Cyclists and the Royal Canal,,1903250033,"May 30, 2017",Irish Times,2017, 13
Cyclists and the towpaths of irony,,1903657186,"May 31, 2017",Irish Times,2017, 13
"Cyclists nearly ran over child, claims mother","DAN GRIFFIN Dublin City Council has been urged to introduce cycle speed limits on the promenade between Dollymount and Sutton by a woman who claimed her toddler was nearly run over. In a letter to the local authority, released as part of a Freedom of Information request, the woman said...",1903657597,"May 31, 2017",Irish Times,2017, 3
"Want to get fit? Get on your bike: National Bike Week is the perfect opportunity to take up cycling for health, fitness and fun: National Bike Week is the perfect opportunity to take up cycling for health, fitness and fun","Regular cycling, says Oliver, is a great way to increase longevity: ""Middle-aged people who cycle regularly typically enjoy the fitness level of someone 10 years younger, and gain two years in life expectancy; and cycling, combined with a healthy diet, helps control weight and lower the risk of diabetes. Oliver also notes that cycling can reduce one's risk of contracting cardiovascular disease, with regular cycling stimulating heart, lungs and circulation, reducing the risk of stroke, high blood pressure and heart attack. For bones and joints, cycling improves co-ordination, strength and balance and may help prevent falls and fractures: ""Being low-impact, with little stress on joints, cycling is an ideal form of exercise for osteoarthritis. With Cycling Ireland - the country's national governing body for cycling - boasting a membership of more than 29,000 (growing by 720 per cent over the past decade), it is clear that the benefits conferred by cycling on all age groups, from primary schoolchildren to retirees, are being enjoyed by increasing numbers of people. According to Oliver, ""Play on Pedals has been a hugely popular programme. Safety tips from Cycling Ireland nNever trust anyone else to look after your safety. nAlways travel at a pace where you are in control. nMake sure you have full awareness of what's happening around you; if you are changing direction, always glance over your shoulder and do so when it's clear. nWhen riding in a group always point out or call out obstacles to warn cyclists behind you. nMake sure...",1908599284,"Jun 13, 2017",Irish Times,2017, 13
While cycling is cheaper than almost any other mode... [Derived headline],While cycling is cheaper than almost any other mode of transport - with the obvious exception of walking and running - it is not entirely free. Helmets The topic of bicycle helmet is surprisingly controversial as Pricewatch once discovered when we suggested they were a good idea and there is a significant cohort who say helmets do little to protect cyclists from cars. Bicycle helmets costing from 10 to 35 can be found in the...,1910782642,"Jun 12, 2017",Irish Times,2017, 11
"&#39;If you hit a cyclist at 50km/h, it&#39;s a toss of a coin if they live or die&#39;: More cyclists have been killed in the first half of this year than the whole of 2016: More cyclists have been killed in the first half of this year than the whole of 2016","In 2013, five cyclists were killed in traffic accidents, according to figures from the Road Safety Authority. Cycling Ireland, the cycling governing body, has said more investment is needed to improve roads and cycle lane networks, and regulations to create a legal minimum distance that vehicles would have to keep when overtaking cyclists should be brought in. The Road Safety Authority (RSA) said the speed of the vehicle involved in the traffic collision with a...",1911983428,"Jun 22, 2017",Irish Times,2017, 3
Eleven cyclists killed on roads since start of year,"The junction is considered to be a blackspot for traffic collisions and is a very busy stretch of road. Des Butler (50) was a Limerick father of two killed in a traffic collision with a camper van while cycling in Co Clare, on March 26th. Mannix had been cycling with a local club on the spring evening and was pronounced dead at the scene by emergency services. The incident occurred at Lissanoohig, near Skibbereen, and...",1911983509,"Jun 22, 2017",Irish Times,2017, 3
Looking out for cyclists: Road safety: Road safety,A doubling in the number of cyclist deaths this year prompted the Road Safety Authority (RSA) to launch a campaign asking motorists to allow a 1.5m passing distance when overtaking. [...]cyclists have their own responsibilities regarding lighting; high visibility clothing and helmets; clear signals; awareness of visual black spots on...,1913202382,"Jun 26, 2017",Irish Times,2017, 13
Judge warns of risk from older drivers after cyclist injured,"O'Driscoll, a farmer from Cashelmore, Bandon, Co Cork, pleaded guilty at Cork Circuit Criminal Court to careless driving causing serious bodily harm to Ms Walsh at Ballinascarthy on the morning of June 2nd, 2016. While he was aware that taking elderly people off the road made them ""virtual prisoners"" in...",1914000733,"Jun 28, 2017",Irish Times,2017, 1
"Cycling, helmets and safety",International evidence shows that helmets reduce the risk of head injuries by as much as 80 per cent.Cycling advocates are right that lower traffic speeds and better infrastructure are central to safer cycling but helmets can also contribute.,1890035769,"Apr 21, 2017",Irish Times,2017, 13
"Cycling, helmets and safety","Sir, - My problem, as a cyclist, with other road users, is that car drivers do not signal at T-junctions, pedestrians ignore red lights and other cyclists also ignore red lights and cycle on footpaths; although, to be fair, the latter often do so for their own safety. Sir, -...",1890523676,"Apr 22, 2017",Irish Times,2017, 15
Cycling and the environment,,1890906451,"Apr 24, 2017",Irish Times,2017, 13
Irish riders breaking away from cycling&#39;s shady past,"Limestone quarries Dave renames his cat Fellini, and convinces a gorgeous college girl at Indiana University that he's actually an Italian exchange student, which as hilarious as that sounds, works brilliantly into the never-once-corny plotline.When the Cinzazo professional team come to race in Bloomington, Dave's enthusiasm knows no bounds.[...]in the race itself one of the Italian riders, realising they can't shake off this wily American, sticks his pump into Dave's front wheel, sending him crashing over the handlebars, that scene alone worthy of the best picture nomination for director Peter Yates.First stage win During the week there was also a first professional stage win for Damien Shaw, at the Tour du Loir et Cher in France.Set up last year by Cork businessman Rick Delaney, and Ireland's first UCI professional continental cycling team, Aqua Blue has already secured a wildcard spot for the Vuelta a Espaa, at the end of the season.",1891549310,"Apr 15, 2017",Irish Times,2017, 8
Cyclists to make inroads in capital city formerly ruled by King Car: &#39;Cycle Law&#39; will overhaul bike infrastructure and mark shift in city&#39;s priorities: 'Cycle Law' will overhaul bike infrastructure and mark shift in city's priorities,"With it, the German capital has upgraded the humble bicycle and buried a lingering piece of cold war ideology: the Autogerechte Stadt , or car-friendly city. Proposals include upgrading key routes to two-metre- wide lanes, separate from cars and pedestrians; new road markings and traffic light sequences to prioritise cyclists; 100,000 new bike parking spaces; and 100km of ""Bike Autobahn"" to allow cyclists from the outer districts get into the city while avoiding other traffic and intersections. Berlin's change of heart has infuriated opposition CDU and Free Democrat (FDP) politicians, who have called the new policy an ""ideological anti-car crusade"", one that dismisses the reality of millions of Berliners who live outside the city centre's dense transport network. Perhaps the final, crucial tipping point for Berlin's ""Cycle Law"" is the city's new army of young people for whom a car is now less important than their smartphone, which they can...",1892057393,"Apr 27, 2017",Irish Times,2017, 11
Cyclists ride 160km to raise funds for drought relief,,1893398573,"May 1, 2017",Irish Times,2017, 4
